,onsets,offsets,files
0,0.3599092970521542,0.5224489795918368,G402_43362.23322048_9_19_6_28_42.wav
1,0.5224489795918368,0.7662585034013606,G402_43362.23322048_9_19_6_28_42.wav
2,0.7662585034013606,0.8823582766439909,G402_43362.23322048_9_19_6_28_42.wav
3,0.8823582766439909,1.0216780045351475,G402_43362.23322048_9_19_6_28_42.wav
4,1.0216780045351475,1.1609977324263039,G402_43362.23322048_9_19_6_28_42.wav
5,1.1609977324263039,1.253877551020408,G402_43362.23322048_9_19_6_28_42.wav
6,1.253877551020408,1.3235374149659864,G402_43362.23322048_9_19_6_28_42.wav
7,1.3235374149659864,1.5325170068027212,G402_43362.23322048_9_19_6_28_42.wav
8,1.5325170068027212,1.6486167800453515,G402_43362.23322048_9_19_6_28_42.wav
9,1.6486167800453515,1.6718367346938776,G402_43362.23322048_9_19_6_28_42.wav
10,1.6718367346938776,1.7531065759637188,G402_43362.23322048_9_19_6_28_42.wav
11,0.13931972789115646,0.2786394557823129,G402_43362.23349517_9_19_6_29_9.wav
12,0.2786394557823129,0.4295691609977324,G402_43362.23349517_9_19_6_29_9.wav
13,0.4295691609977324,0.6733786848072563,G402_43362.23349517_9_19_6_29_9.wav
14,0.6733786848072563,0.8126984126984127,G402_43362.23349517_9_19_6_29_9.wav
15,0.8126984126984127,0.9171882086167801,G402_43362.23349517_9_19_6_29_9.wav
16,0.9171882086167801,1.0100680272108844,G402_43362.23349517_9_19_6_29_9.wav
17,1.0100680272108844,1.0797278911564625,G402_43362.23349517_9_19_6_29_9.wav
18,1.0797278911564625,1.2770975056689342,G402_43362.23349517_9_19_6_29_9.wav
19,1.2770975056689342,1.3931972789115645,G402_43362.23349517_9_19_6_29_9.wav
20,1.3931972789115645,1.5905668934240362,G402_43362.23349517_9_19_6_29_9.wav
21,1.5905668934240362,1.6486167800453515,G402_43362.23349517_9_19_6_29_9.wav
22,1.6486167800453515,1.8924263038548752,G402_43362.23349517_9_19_6_29_9.wav
23,0.16253968253968254,0.29024943310657597,G402_43362.23357366_9_19_6_29_17.wav
24,0.29024943310657597,0.47600907029478456,G402_43362.23357366_9_19_6_29_17.wav
25,0.47600907029478456,0.5804988662131519,G402_43362.23357366_9_19_6_29_17.wav
26,0.5804988662131519,0.6733786848072563,G402_43362.23357366_9_19_6_29_17.wav
27,0.6733786848072563,0.7546485260770975,G402_43362.23357366_9_19_6_29_17.wav
28,0.7546485260770975,0.9520181405895691,G402_43362.23357366_9_19_6_29_17.wav
29,0.9520181405895691,1.0913378684807256,G402_43362.23357366_9_19_6_29_17.wav
30,1.0913378684807256,1.207437641723356,G402_43362.23357366_9_19_6_29_17.wav
31,2.449705215419501,2.589024943310658,G402_43362.23357366_9_19_6_29_17.wav
32,2.589024943310658,2.7399546485260773,G402_43362.23357366_9_19_6_29_17.wav
33,2.7399546485260773,2.8212244897959184,G402_43362.23357366_9_19_6_29_17.wav
34,2.8212244897959184,2.9024943310657596,G402_43362.23357366_9_19_6_29_17.wav
35,2.9024943310657596,3.0998639455782313,G402_43362.23357366_9_19_6_29_17.wav
36,3.0998639455782313,3.2275736961451247,G402_43362.23357366_9_19_6_29_17.wav
37,3.2275736961451247,3.4133333333333336,G402_43362.23357366_9_19_6_29_17.wav
38,3.4133333333333336,3.5294331065759637,G402_43362.23357366_9_19_6_29_17.wav
39,3.5294331065759637,3.633922902494331,G402_43362.23357366_9_19_6_29_17.wav
40,3.633922902494331,3.7151927437641725,G402_43362.23357366_9_19_6_29_17.wav
41,3.7151927437641725,3.7964625850340137,G402_43362.23357366_9_19_6_29_17.wav
42,3.7964625850340137,3.9938321995464854,G402_43362.23357366_9_19_6_29_17.wav
43,3.9938321995464854,4.133151927437642,G402_43362.23357366_9_19_6_29_17.wav
44,4.133151927437642,4.260861678004535,G402_43362.23357366_9_19_6_29_17.wav
45,4.5859410430839,4.806530612244898,G402_43362.23357366_9_19_6_29_17.wav
46,4.806530612244898,4.899410430839002,G402_43362.23357366_9_19_6_29_17.wav
47,4.899410430839002,4.9806802721088435,G402_43362.23357366_9_19_6_29_17.wav
48,4.9806802721088435,5.178049886621316,G402_43362.23357366_9_19_6_29_17.wav
49,5.178049886621316,5.317369614512471,G402_43362.23357366_9_19_6_29_17.wav
50,5.317369614512471,5.5147392290249435,G402_43362.23357366_9_19_6_29_17.wav
51,5.5147392290249435,5.61922902494331,G402_43362.23357366_9_19_6_29_17.wav
52,5.61922902494331,5.8165986394557825,G402_43362.23357366_9_19_6_29_17.wav
53,5.8165986394557825,5.897868480725624,G402_43362.23357366_9_19_6_29_17.wav
54,5.897868480725624,6.106848072562358,G402_43362.23357366_9_19_6_29_17.wav
55,6.106848072562358,6.246167800453515,G402_43362.23357366_9_19_6_29_17.wav
