,Syll_info,Syll_info,Syll_info,Syll_info,Goodness,Goodness,Goodness,Goodness,Goodness,Goodness,Goodness,Amplitude,Amplitude,Amplitude,Amplitude,Amplitude,Amplitude,Amplitude
,files,onsets,offsets,labels,mean,std,min,25%,50%,75%,max,mean,std,min,25%,50%,75%,max
0,G402_43362.23322048_9_19_6_28_42.wav,0.16600907,0.225170068,i,0.1485361942245655,0.06805347920525022,0.07089471375538747,0.10653264962949116,0.125302593478497,0.15274181162278114,0.32359982600520887,64.49569008122145,4.396723557809871,54.376100791088824,62.00473106944927,64.92224860898143,68.04103204552042,70.46162923629704
1,G402_43362.23322048_9_19_6_28_42.wav,0.321043084,0.385827664,i,0.15016372029754563,0.07136491789505284,0.07422935327668403,0.0988538605505377,0.12011518280820754,0.169637055457986,0.3400443923105529,63.89163246944314,4.593718090318575,51.19424181534781,61.395109202514355,64.68214675646271,66.96417620537824,70.27248332752418
2,G402_43362.23322048_9_19_6_28_42.wav,0.570294785,0.62675737,i,0.14270753109388246,0.06383149422375083,0.05660733014605031,0.09216876761033459,0.12823935821990523,0.15920880148621608,0.30147301665676596,64.10056319299593,4.2301947229358605,55.1143061601922,61.48725520309277,63.26424861313185,67.60912950843229,71.00888977090506
3,G402_43362.23322048_9_19_6_28_42.wav,0.690362812,0.751836735,i,0.15697745139396121,0.10002245861066725,0.06356977420504402,0.08993126799366796,0.11972352747039165,0.17185134589850481,0.4649161998420387,63.44246727921333,4.547746132926141,50.47060358144251,60.78567884790775,63.910006552048884,66.39639828106368,69.96919400854897
4,G402_43362.23322048_9_19_6_28_42.wav,0.828390023,0.898911565,i,0.13218515881075307,0.055801692262500625,0.06839014513510622,0.08899901996277287,0.11593395423444727,0.1464277255327727,0.2703539465651577,62.45928621690271,5.165642406483256,51.753802181462476,59.16403184920369,62.869133301468125,67.49321935228288,69.11403637855761
5,G402_43362.23322048_9_19_6_28_42.wav,0.965464853,1.02015873,i,0.14959594659119532,0.07055613351495202,0.06584394895093006,0.09637319238154915,0.12816078961991642,0.1704455850012987,0.30814026404755457,62.524141756596606,5.147865730107109,53.0620230673383,58.31971792142719,63.17776716265545,67.31931983793964,69.38861650450087
6,G402_43362.23322048_9_19_6_28_42.wav,1.047437642,1.105827664,a,0.14673612575299783,0.07009314776102639,0.07108978540449051,0.10331794138791428,0.12281422585294487,0.15167416074041443,0.3327098270341231,65.89304990385517,5.4961771121954905,53.84705751096343,61.69746363122319,67.13030673960222,70.78805274922647,72.88681477791808
7,G402_43362.23322048_9_19_6_28_42.wav,1.120294785,1.297619048,b,0.14452125971295476,0.050946521719069535,0.060066321488268334,0.11160946484693691,0.12922648111198795,0.15847254711859649,0.30417130148127564,69.88070899573381,6.188647689220788,53.47743853965115,66.32780828851463,69.64208629216967,75.085761281065,79.49571047944985
8,G402_43362.23322048_9_19_6_28_42.wav,1.334603175,1.424036281,c,0.15805047749878803,0.08791918172378765,0.05586405726648937,0.10432061771081427,0.12775416236606843,0.16597684424883924,0.4520695766642586,74.28268408670463,8.548130575151855,51.411335096674556,69.47226342336589,78.66180460671995,80.51837440906661,82.1103321256478
9,G402_43362.23322048_9_19_6_28_42.wav,1.446145125,1.602517007,d,0.30784589916808813,0.21272308119112932,0.05670750104502567,0.11892897921486617,0.23770198252963126,0.49286990485324733,0.8143595260900327,75.46669232191498,8.765751067284974,52.22970330782689,69.62660474461316,73.25787433723013,81.9050018806193,90.56045646861315
10,G402_43362.23349517_9_19_6_29_9.wav,0.118163265,0.17845805,i,0.139321111127294,0.05626952969862478,0.07227885753069985,0.10320579804266275,0.12670783491969845,0.14883688358324693,0.3116792849945186,64.0177413792175,4.271972231208322,54.96046720737857,60.618059429469824,64.34642152252434,67.43744450640853,71.14098112629411
11,G402_43362.23349517_9_19_6_29_9.wav,0.2561678,0.320181406,i,0.1369159865705807,0.06131932582274749,0.06386964169619701,0.10059407246888553,0.11504347123422942,0.1395009234246139,0.29831723223850126,63.22592692885775,4.595189104442747,53.92573507845169,60.34212550083665,62.58965594955844,66.9091852375904,71.07216538215773
12,G402_43362.23349517_9_19_6_29_9.wav,0.40723356,0.467278912,i,0.15618158544788827,0.07832644177333313,0.08609544199283911,0.1051255746200917,0.12020683208447566,0.1701316349447655,0.3633897777995132,63.017923714920336,4.855518835339132,50.28285979635271,60.6013864604095,62.45218764680634,67.22436524209976,70.34170420969615
13,G402_43362.23349517_9_19_6_29_9.wav,0.651451247,0.711473923,i,0.13061654603066603,0.06188032762814683,0.06138592549197352,0.08756099792969689,0.10369612758796633,0.1561246484192389,0.2978931518064059,62.77928709641124,3.8157829802891077,52.57815622781469,60.635041745267486,63.137642882833894,65.54687718655035,68.48061238353932
14,G402_43362.23349517_9_19_6_29_9.wav,0.796077098,0.851882086,i,0.13636320461776513,0.043665223886754756,0.05787795713246881,0.09968632791726197,0.13186247273055485,0.17329680687733898,0.21595092582298842,62.54208094395715,3.906610012009938,54.012184066245545,59.43805831151798,62.620795875583774,65.78998861546725,68.78331757005785
15,G402_43362.23349517_9_19_6_29_9.wav,0.894648526,0.950249433,i,0.1281611403770556,0.051807599857493766,0.07006333556718469,0.0994373128917509,0.11221355385387642,0.1332512618672928,0.2725782774537736,62.50229890487951,5.547200682868511,50.562791787307525,58.48980521275364,63.253572153897224,66.93798654717541,70.16783819513024
16,G402_43362.23349517_9_19_6_29_9.wav,0.974081633,1.038049887,a,0.15523030739574303,0.08000653998523469,0.07105620075141333,0.10642677843625596,0.12620329697240204,0.1567227704400571,0.3826235424823742,65.81923506260011,7.249635521699739,51.519013166506284,59.7916960512918,67.01924369366853,70.9621577689013,76.93236294779096
17,G402_43362.23349517_9_19_6_29_9.wav,1.047687075,1.22414966,b,0.1398939931542386,0.05947009047988403,0.06365229915234366,0.10571124059698679,0.12272119335187906,0.15224988251560928,0.3995508155481049,69.99892232490213,6.510293323932237,52.12077181199511,66.66483453892224,70.82853221494823,75.00583441634453,80.32189961813816
18,G402_43362.23349517_9_19_6_29_9.wav,1.259251701,1.350566893,c,0.1672942333326427,0.0965065147469534,0.07120163524535457,0.11098276270242301,0.13940601740509176,0.17389478981043832,0.4776964253677679,74.79485913232843,8.785720369926091,52.7813053127673,69.65175176493067,77.70326482301506,80.85587373072885,85.75880382076099
19,G402_43362.23349517_9_19_6_29_9.wav,1.365260771,1.521020408,d,0.2846445397429727,0.18930958744854398,0.07083024590610736,0.12250949494649614,0.21666101579430708,0.39800694544515347,0.7432153402082307,77.59737717345696,8.91430622899368,52.196189496753625,74.22374726091766,75.92560751312868,83.52862594439972,92.0758395529631
20,G402_43362.23349517_9_19_6_29_9.wav,1.569319728,1.665328798,e,0.3116014097127881,0.2130590394971733,0.048851347714747986,0.10303656517164705,0.29519197634385175,0.5218258449020485,0.6429760301533339,75.70203297162645,9.292309646681979,52.9177118026781,71.60578268560812,80.43070810516066,82.08852829801062,83.2739796118508
21,G402_43362.23357366_9_19_6_29_17.wav,0.421587302,0.480294785,i,0.14056929895842724,0.07276889982042098,0.06331177642677883,0.0931552769133357,0.11125548279494434,0.14474356452931608,0.3206534078469877,62.8802883862808,4.490640527545929,53.22076993690816,60.559678923629654,63.3011879507059,66.22439227121237,69.79035161693483
22,G402_43362.23357366_9_19_6_29_17.wav,0.541201814,0.604126984,i,0.15426203253509269,0.07842578194064968,0.06374638480868255,0.09497216964675756,0.12731458871573587,0.19690898312624294,0.348954230835011,63.10918607583965,3.7725595945885764,53.05710989460003,61.27581418296259,63.705352888265104,66.23448500074984,67.36560248370378
23,G402_43362.23357366_9_19_6_29_17.wav,0.729183673,0.790770975,i,0.13335730375240068,0.05732024278059848,0.06330215386430027,0.0912207997604752,0.1138239046842113,0.1629408965200141,0.27787285500499914,61.90638182882597,3.887913033223296,54.64206022336536,59.03029602693863,61.30486116360669,65.08745090182474,68.52217929045909
24,G402_43362.23357366_9_19_6_29_17.wav,0.836530612,0.886848073,i,0.13876672995329606,0.05589208339444165,0.07199174081405843,0.10033387147839065,0.11454977467356073,0.1841749295637924,0.2753508543164397,63.08148824360699,5.515532506419882,49.91737613037739,59.02558306395108,63.475798155840565,68.04583611610968,70.8693477700035
25,G402_43362.23357366_9_19_6_29_17.wav,0.918730159,0.979727891,a,0.15428425978188123,0.07367964240787683,0.056474033285663666,0.09602497388363995,0.12539340617226488,0.19980923625966562,0.31990254971188037,65.6859957898443,7.432780657454117,51.642731874504065,59.42167032593885,65.8701657621974,71.38606231076507,78.69020341428813
26,G402_43362.23357366_9_19_6_29_17.wav,0.99031746,1.166439909,b,0.12366648765001667,0.04959202991958475,0.048927193875176196,0.09520366165566227,0.11298752701424836,0.13695424548542606,0.330978346006442,68.96976316615432,6.409481988787256,51.07964606654798,65.26753898590911,69.46012064905935,72.85433881160998,79.5921902209281
27,G402_43362.23357366_9_19_6_29_17.wav,1.202539683,1.297936508,c,0.14437870211107368,0.055658339177866833,0.055909139862781246,0.10039021386720612,0.13591224834659674,0.17062269183204615,0.3027985885359833,73.71321065045734,9.483261349306098,51.62197775347762,66.17038768946291,77.18357003545952,80.47426373704843,85.2492455315518
28,G402_43362.23357366_9_19_6_29_17.wav,1.31015873,1.472335601,d,0.2990868871812883,0.2026770047728529,0.06287383951819481,0.11859610123473603,0.22288410547907675,0.44914329477554327,0.7830484273648914,75.64376786133906,7.719992463858986,53.70693138589786,74.38719408268823,76.28750981897053,80.88473872888139,85.73855164150082
29,G402_43362.23357366_9_19_6_29_17.wav,2.705895692,2.765079365,i,0.16247967078565223,0.08687371498874225,0.05598484645894593,0.09663767690660195,0.1392954501437429,0.1966257203722465,0.3613491330576065,62.03532167166938,3.637076717008784,53.43542812114636,59.82339813219591,61.81641019212966,65.02715487106876,67.90746892451256
30,G402_43362.23357366_9_19_6_29_17.wav,2.843582766,2.904285714,i,0.14987451661831397,0.07119587327085293,0.07211750180381038,0.10514513944805234,0.11985486626680283,0.16098501144303268,0.33251450545704,62.216952197366986,3.535147799663208,50.93902529243162,61.244446378757516,62.874030165391346,64.51613566669167,67.0034136890971
31,G402_43362.23357366_9_19_6_29_17.wav,2.988707483,3.040634921,i,0.11897101329072951,0.05132775560578614,0.06336936399069322,0.08467715498422726,0.09605318425549325,0.14372248686144587,0.24071104402433993,62.05757740815941,5.421590850362138,49.672735441193836,57.71638201509345,63.29221670026806,66.75717682905756,69.38972388150894
32,G402_43362.23357366_9_19_6_29_17.wav,3.067256236,3.127278912,a,0.16011581877558395,0.08520440648093355,0.08046577491030721,0.09757054399482284,0.1284810594164575,0.17781569046305867,0.3656837827011337,66.2838172823875,6.761185462749667,52.77621675627692,61.30570960394172,66.84678010006016,72.14832210767538,76.04994652239095
33,G402_43362.23357366_9_19_6_29_17.wav,3.141020408,3.31553288,b,0.12749321022764987,0.033358250570351106,0.07043752390347127,0.10677102265333599,0.12214574104532457,0.13885049398307167,0.2616231014085363,69.4827160002691,6.757289091787986,51.180115249675495,64.54832071898765,70.03509601065635,74.61078010772202,80.5023245280452
34,G402_43362.23357366_9_19_6_29_17.wav,3.351133787,3.441133787,c,0.15928198997096757,0.07608804706949664,0.06969487719048292,0.09828372712532724,0.13333714572598174,0.20579190878292325,0.35042491893160377,75.1411609913967,8.438069243070128,52.919335729151044,69.78170771773114,78.95727898457525,80.3644611338978,85.02682659574712
35,G402_43362.23357366_9_19_6_29_17.wav,3.459092971,3.609455782,d,0.32045448118500136,0.22015848967663884,0.04804475215828246,0.12259601571180007,0.25944170482248907,0.46192968226097075,0.8676683729117691,76.9988445467226,7.793400975258713,56.47502113835396,72.51736022806762,74.88870798174554,81.07046379257363,91.25412879544663
36,G402_43362.23357366_9_19_6_29_17.wav,3.671179138,3.756870748,e,0.3297887889852461,0.21792828191558417,0.0799650269200366,0.11654521381839006,0.25725526991659703,0.5514144318349695,0.7213587433360855,76.63361892132696,9.154541723843694,51.867818442647945,72.75024592287289,80.55520472694619,83.63327685942453,85.13171283088391
37,G402_43362.23357366_9_19_6_29_17.wav,3.774058957,3.90968254,f,0.2274575973589441,0.1353837537565014,0.06613780139988557,0.11391125805371052,0.16408041150068028,0.3637509430107385,0.4952141376254029,73.52271881242636,6.7367453692758055,52.13776183720866,73.4817755313598,74.52827330233603,77.77406019075943,83.56805827083807
38,G402_43362.23357366_9_19_6_29_17.wav,3.965328798,4.022721088,a,0.1790068499506181,0.11135024491052258,0.07664357203886236,0.10521501220515783,0.12369809325198629,0.24662217219305077,0.45155991091955994,65.22318792510995,7.030235499657235,52.03157443105718,59.28487970657185,66.01418270388821,70.05131271532801,77.02070288907808
39,G402_43362.23357366_9_19_6_29_17.wav,4.037414966,4.218843537,b,0.1435097732097152,0.05779571945250163,0.050175547086647995,0.11136761920411371,0.12743111599477547,0.15812404224891535,0.34384900433721993,69.89306628851868,7.289093991423509,51.452862971760574,65.77612830290377,70.76694486059525,75.29596773799132,81.30661856614768
40,G402_43362.23357366_9_19_6_29_17.wav,4.252743764,4.346054422,c,0.16643887432141885,0.07370494578344301,0.075009903160236,0.1173328641453482,0.14533350998059041,0.18513348079972247,0.3967618501665834,72.85094429962851,9.07872116865012,50.09065087761154,67.72669041461565,77.19512415371945,79.53451518682095,81.31822482552332
41,G402_43362.23357366_9_19_6_29_17.wav,4.355918367,4.513106576,d,0.32454011670009186,0.22706430640177486,0.08057833120237243,0.1250470814572554,0.23509905005171694,0.4989444780822675,0.8380963709154889,76.17396788177913,8.094526821053465,50.37893230006614,73.25597902407664,74.72810020294783,81.90246459427908,89.40649098179739
42,G402_43362.23357366_9_19_6_29_17.wav,4.846281179,4.901836735,i,0.14441557724160248,0.06344335550493022,0.06196074766798938,0.09347847591794015,0.12494750375942738,0.18676851786849283,0.29420501392138465,67.70675676852618,7.752711293939731,51.727294492536245,61.14771265151365,70.09539052310109,75.06914238687074,75.56160979442782
43,G402_43362.23357366_9_19_6_29_17.wav,5.060816327,5.118730159,i,0.15353573411190596,0.08526689730226875,0.05650376514966349,0.09078263521518873,0.10816895296384335,0.20528849080788175,0.35702294330540507,62.68344432683688,6.211184390698663,51.106762849363456,57.25915542901521,64.02772151251162,68.00226575768794,70.90182655587873
44,G402_43362.23357366_9_19_6_29_17.wav,5.148979592,5.208321995,a,0.15855434464594023,0.06368454451463175,0.0695534343363921,0.10807792797086653,0.1410048891811182,0.20092109862611157,0.31159476672688985,66.66787593652104,7.213681972227094,53.65347818515661,60.87043217222668,65.84922301331258,72.78216566478105,79.01690488209968
45,G402_43362.23357366_9_19_6_29_17.wav,5.221768707,5.397369615,b,0.13750417898487738,0.05412184815544999,0.0648045166175748,0.10380151976297397,0.12547981759078913,0.14874538110522012,0.3425037981934655,68.71297099476715,6.4898315935803375,50.93653694955735,63.77108935020231,69.43097658025022,73.74761268422567,80.35958143909119
