,Goodness,Mean_frequency,Entropy,Amplitude,Amplitude_modulation,Frequency_modulation,Pitch
0,0.08748554453962742,2861.0448329491014,-1.0830423360638353,44.05477002250154,0.00980008112160659,1.562805164299983,5287.311390210432
1,0.08418637034418822,2897.130160253077,-1.0417762640892807,45.21658020964068,0.01361958500598524,1.556068685165642,5422.775239449944
2,0.08150074779865463,2972.2311264599443,-1.0306098955463199,46.01646329769249,0.011628454453527455,1.446691629295767,5554.873030639264
3,0.09489459302558512,2829.9828525370554,-1.0740583667572725,46.664850679779576,0.004020809635346527,0.9614163533276575,5547.281447355968
4,0.09712982196324815,2962.913323467416,-1.0397259525585927,46.56182144127888,-0.0025691016671153134,0.3873427500439692,5797.081262382039
5,0.09154993330431636,3103.140281327305,-1.1346409496760206,46.682178122872955,-0.002730284961849414,0.014394365241776699,5597.6048988143675
6,0.08850843785457056,2931.0298938356905,-1.168757100747543,47.1588841966783,0.00040694742090617624,0.5010148259920711,5884.815890443106
7,0.09699255166935786,2819.9359930346086,-1.1726333909043092,47.19867086659709,0.0003938716513491469,0.38983373516468905,5893.109133694682
8,0.11664215184902497,2677.059506566972,-1.2051518046142604,47.20168215382124,-0.001987003250408214,0.13426970394180365,5599.479339653977
9,0.11018670752915215,2581.843280518954,-1.2231722876389668,46.855776618523905,-0.00014140441475135525,0.23874379626693928,6045.924486300304
10,0.09840103694221991,2863.6902154569693,-1.1131939931517003,46.037202147070104,0.0059441224796989225,0.45184446413712837,6173.681935203619
11,0.1062035747243425,2988.93997980214,-1.0753647514491078,46.1183896360323,0.0076708431048388105,0.850679568976281,6102.305457921863
12,0.12141040772540335,3146.013759412088,-1.045112234078914,46.14230612895717,0.0011358392630108694,0.08005195688421113,4821.838028838349
13,0.11476825406457666,3218.97878205533,-1.070076493080684,45.98479053530408,-0.005679268972851838,0.17463167144254005,4862.557124653754
14,0.13214843306058993,3302.0078775653888,-1.0670579529433386,46.02002865046187,-0.004472453756415294,0.06419634798372964,6061.39327116054
15,0.14457669201767026,3167.2018134345503,-1.1648985743608886,46.42474242187036,0.0011814196582873586,0.30250914642140525,6126.95682954201
16,0.13382882455361444,3252.603973062453,-1.168147890870289,46.55941036558552,0.0021151048650346537,0.38331127960541184,6102.494344690566
17,0.1344203222529984,3149.6394432277034,-1.2603141336604207,46.84125192760675,-0.0020252995307009016,0.034545416847596516,6038.402818764047
